ID,species,lunge_depth
bw180828-48b,bw,233.19879618645405
bw180828-48b,bw,231.75698405833919
bw180828-48b,bw,231.68483509274145
bw180828-48b,bw,229.8211413283924
bw180828-48b,bw,230.91178419614496
bw180828-48b,bw,231.25234438781007
bw180828-48b,bw,232.18023358028927
bw180828-48b,bw,225.33975312708233
bw180828-48b,bw,231.9906370179986
bw180828-48b,bw,228.8625977512716
bw180828-48b,bw,226.81072482296284
bw180828-48b,bw,226.8674511238709
bw180828-48b,bw,235.70184283108802
bw180828-48b,bw,237.21926718143305
bw180828-48b,bw,235.73243035502654
bw180828-48b,bw,244.51419877624352
bw180828-48b,bw,202.60141101453473
bw180828-48b,bw,206.88249161229055
bw180828-48b,bw,209.96639905501627
bw180828-48b,bw,211.0244938182118
bw180828-48b,bw,222.04199281155095
bw180828-48b,bw,199.7732123151084
bw180828-48b,bw,191.88590754622206
bw180828-48b,bw,199.83845816291523
bw180828-48b,bw,227.08352577785627
bw180828-48b,bw,230.57201699934268
bw180828-48b,bw,241.34238922660026
bw180828-48b,bw,229.53437874226296
bw180828-48b,bw,220.85705491568078
bw180828-48b,bw,210.35038294527268
bw180828-48b,bw,204.83800475432804
bw180828-48b,bw,206.47661321485413
bw180828-48b,bw,209.0784805066319
bw180828-48b,bw,210.54427074344963
bw180828-48b,bw,208.204302840312
bw180828-48b,bw,192.33458314558422
bw180828-48b,bw,200.8483515409912
bw180828-48b,bw,206.9681177566669
bw180828-48b,bw,210.62885356904567
bw180828-48b,bw,209.39586278418204
bw180828-48b,bw,179.34436285652689
bw180828-48b,bw,179.27409189940195
bw180828-48b,bw,183.68737352614286
bw180828-48b,bw,174.7851185691454
bw180828-48b,bw,174.8395344158122
bw180828-48b,bw,169.17342967492343
bw180828-48b,bw,152.0978922871257
bw180828-48b,bw,130.67619470439197
bw180828-48b,bw,180.14989507491862
bw180828-48b,bw,189.54842686183818
bw180828-48b,bw,195.08089135351904
bw180828-48b,bw,190.53988311644426
bw180828-48b,bw,198.2704891167146
bw180828-48b,bw,207.50471678890912
bw180828-48b,bw,213.39650985319838
bw180828-48b,bw,213.1675014523498
bw180828-48b,bw,191.1955608831454
bw180828-48b,bw,198.01556982816524
bw180828-48b,bw,206.456711113819
bw180828-48b,bw,206.03986549365246
bw180828-48b,bw,211.20762293446714
bw180828-48b,bw,213.60476885948955
bw180828-48b,bw,208.39044637626282
bw180828-48b,bw,206.98972672685204
bw180828-48b,bw,205.2823640596087
bw180828-48b,bw,209.25957757987763
bw180828-48b,bw,206.38987447924947
bw180828-48b,bw,204.11653427443792
bw180828-48b,bw,185.78395603320743
bw180828-48b,bw,197.29650227226057
bw180828-48b,bw,196.61847409940682
bw180828-48b,bw,202.4500778639017
bw180828-48b,bw,200.6285843789318
bw180828-48b,bw,198.42429717804197
bw180828-48b,bw,199.41510383230994
bw180828-48b,bw,193.7482897846547
bw180828-48b,bw,218.70811355996463
bw180828-48b,bw,203.89950118641758
bw180828-48b,bw,202.5467155169184
bw180828-48b,bw,191.73382392208808
bw180828-48b,bw,201.2937948621874
bw180828-48b,bw,192.9520009124734
bw180828-49,bw,214.4196400861652
bw180828-49,bw,198.1056151634868
bw180828-49,bw,204.07429779085638
bw180828-49,bw,202.74960455520232
bw180828-49,bw,205.71602908235445
bw180828-49,bw,211.62242238246543
bw180828-49,bw,215.32460443715374
bw180828-49,bw,209.9256202064685
bw180828-49,bw,211.04321103459841
bw180828-49,bw,202.33413311277604
bw180828-49,bw,211.30607098855248
bw180828-49,bw,207.98806904386757
bw180828-49,bw,207.42980908553815
bw180828-49,bw,223.08088727049943
bw180828-49,bw,214.05166854251559
bw180828-49,bw,217.2649865264567
bw180828-49,bw,218.1819456048101
bw180828-49,bw,219.74975270517209
bw180828-49,bw,217.0985251655029
bw180828-49,bw,217.95740594948526
bw180828-49,bw,215.61780470668225
bw180828-49,bw,219.09795019611082
bw180828-49,bw,220.5695263821519
bw180828-49,bw,228.35426418772667
bw180828-49,bw,219.9902626818108
bw180828-49,bw,210.33064872821006
bw180828-49,bw,208.03374132437196
bw180828-49,bw,202.4856543381921
bw180828-49,bw,214.28280214731498
bw180828-49,bw,215.30192644556013
bw180828-49,bw,205.18035233057535
bw180828-49,bw,204.48778648759736
bw180828-49,bw,208.60838882016915
bw180828-49,bw,208.37474095043459
bw180828-49,bw,213.20957083658448
bw180828-49,bw,219.07397151889913
bw180828-49,bw,218.75425247950278
bw180828-49,bw,223.91407023583056
bw180828-49,bw,219.42513340484066
bw180828-49,bw,214.99213391013419
bw180828-49,bw,206.5050666821928
bw180828-49,bw,217.47319571016405
bw180828-49,bw,212.4179705120727
bw180828-49,bw,213.93621471986552
bw180828-49,bw,209.53298473099602
bw180828-49,bw,200.9175975875869
bw180828-49,bw,202.52173870389723
bw180828-49,bw,183.64296681599268
bw180828-49,bw,193.98221457445544
bw180828-49,bw,211.4406878517215
bw180828-49,bw,218.90734825498131
bw180828-49,bw,216.39677957735154
bw180828-49,bw,216.47517412471566
bw180828-49,bw,201.49211795327045
bw180828-49,bw,203.66017695886293
bw180828-49,bw,205.43208932553227
bw180828-49,bw,194.36352643506018
bw180828-49,bw,194.87449300943933
bw180828-49,bw,192.14851797011596
bw180828-49,bw,185.6816769234913
bw180828-49,bw,183.27099989656355
bw180828-49,bw,183.480534084943
bw180828-49,bw,178.89682660426982
bw180828-49,bw,183.26659313424315
bw180828-49,bw,203.39785150919087
bw180828-49,bw,202.327590587121
bw180828-49,bw,192.1172300477324
bw180828-49,bw,187.79393104091648
bw180828-49,bw,186.68368308130079
bw180828-49,bw,196.59380001491607
bw180828-49,bw,214.1880859166118
bw180828-49,bw,222.45921763717496
bw180828-49,bw,217.38650196703165
bw180828-49,bw,212.56798516988204
bw180828-49,bw,189.76009089991186
bw180828-49,bw,186.0713241105064
bw180828-49,bw,184.1298655667917
bw180828-49,bw,178.958839199688
bw180828-49,bw,180.44368118293562
bw180828-49,bw,167.92144631612624
bw180828-49,bw,170.72649216973758
bw180828-49,bw,170.3863977185173
bw180828-49,bw,175.80508083012933
bw180828-49,bw,164.391644957378
bw180828-49,bw,169.3567000001205
bw180828-49,bw,165.56622101465996
bw180828-49,bw,170.2804626854749
bw180828-49,bw,168.7144488169832
bw180828-49,bw,165.82617880276135
bw180828-49,bw,165.8071173443773
bw180828-49,bw,174.22722195033387
bw180828-49,bw,176.75237169582093
bw180828-49,bw,177.72053429956642
bw180828-49,bw,178.08990732371154
bw180828-49,bw,178.64552739689003
bw180828-49,bw,174.88875018145146
bw180828-49,bw,175.48794991826753
bw180828-49,bw,179.2298864084469
bw180828-49,bw,176.9915840415642
bw180828-49,bw,175.39205310136904
bw180828-49,bw,165.26864076160948
bw180828-49,bw,164.56195311336015
bw180828-49,bw,166.3421851474772
bw180828-49,bw,165.79475782528664
bw180828-49,bw,166.20769559476292
bw180828-49,bw,152.11565253911922
bw180828-49,bw,152.99787847969353
bw180828-49,bw,152.86217918526174
bw180828-49,bw,153.61003499057963
bw180828-49,bw,141.11175259400773
bw180828-49,bw,161.68216012454437
bw180828-49,bw,153.83137067580049
bw180828-49,bw,152.0197202481773
bw180828-49,bw,162.44672242152163
bw180828-49,bw,155.480447559391
bw180828-49,bw,148.30824006380993
bw180828-49,bw,177.69442844247237
bw180828-49,bw,177.03062212538325
bw180828-49,bw,175.25240497560574
bw180828-49,bw,167.203824688793
bw180828-49,bw,158.3456943280127
bw180828-49,bw,170.9806658676679
bw180828-49,bw,163.09058335805133
bw180828-49,bw,155.7645278277649
bw180828-49,bw,157.4852001699999
bw180828-49,bw,133.81885212839694
bw180828-49,bw,132.4925284421316
bw180828-49,bw,138.45336667110962
bw180828-49,bw,152.45371303576195
bw180828-49,bw,141.03475703665114
bw180828-49,bw,139.7305053548936
bw180828-49,bw,147.03532324160068
bw180828-49,bw,139.16790157208163
bw180828-49,bw,150.47422694965405
bw180828-49,bw,152.54725766487755
bw180828-49,bw,146.78713975873845
bw180828-49,bw,142.28528499250027
bw180828-49,bw,141.7876325522802
bw180828-49,bw,139.26944425765734
bw180828-49,bw,132.01755387503064
bw180828-49,bw,128.20606790149523
bw180828-49,bw,146.6820688814153
bw180828-49,bw,148.2959427695749
bw180828-49,bw,141.0908639476275
bw180828-49,bw,146.30810747767592
bw180828-49,bw,145.8364582761472
bw180828-49,bw,142.4238070549753
bw180828-49,bw,147.01197950771484
bw180828-49,bw,148.65132956403858
bw180828-49,bw,150.2724452630075
bw180828-49,bw,150.44533265406326
bw180828-49,bw,147.22793998256088
bw180828-49,bw,141.85434202452564
bw180828-49,bw,131.38852130546985
bw180828-49,bw,128.8949362470802
bw180828-49,bw,146.05178100976244
bw180828-49,bw,158.36050401981007
bw180828-49,bw,142.23870662711744
bw180828-49,bw,128.00291068305992
bw180828-49,bw,122.93887601483544
bw180828-49,bw,120.80901968177507
bw180828-49,bw,118.98986238880221
bw180828-49,bw,119.16059619593213
bw180828-49,bw,111.62896909093907
bw180828-49,bw,132.29952411279038
bw180828-49,bw,135.21463967734647
bw180828-49,bw,144.4714036857359
bw180828-49,bw,153.39861053247836
bw180828-49,bw,158.79631554724762
bw180828-49,bw,159.12824735313103
bw180828-49,bw,166.79210644064113
bw180828-49,bw,172.87065528630959
bw180828-49,bw,176.2164142910013
bw180828-49,bw,181.93314945076963
bw180828-49,bw,179.22438785508794
bw180828-49,bw,170.84676032414887
bw180828-49,bw,178.57351483451657
bw180828-49,bw,183.85010220624753
bw180828-49,bw,184.8833980903505
bw180828-49,bw,183.519286948217
bw180828-49,bw,183.00825537514658
bw180828-49,bw,181.2865938918076
bw180828-49,bw,179.259574646075
bw180828-49,bw,174.9761220493306
bw180828-49,bw,167.3171624443585
bw180828-49,bw,171.40900432306063
bw180828-49,bw,174.94248464042207
bw180828-49,bw,175.71949022588532
bw180828-49,bw,173.381867719472
bw180828-49,bw,178.71438600990163
bw180828-49,bw,179.13445489431774
bw180828-49,bw,183.22263596010777
bw180828-49,bw,186.26948005896207
bw180828-49,bw,171.26582446175075
bw180828-49,bw,167.65085546308413
bw180829-30,bw,221.84038475573746
bw180829-30,bw,208.28265903229905
bw180829-30,bw,210.37026097534667
bw180829-30,bw,213.57197319248922
bw180829-30,bw,205.9146988740028
bw180829-30,bw,207.1080612401781
bw180829-30,bw,203.3797281403706
bw180829-30,bw,201.02154329048147
bw180829-30,bw,206.57125730073994
bw180829-30,bw,194.98354994018055
bw180829-30,bw,198.64296299149424
bw180829-30,bw,196.01709817784007
bw180829-30,bw,207.44491781747723
bw180829-30,bw,194.3348190997288
bw180829-30,bw,208.450688884674
bw180829-30,bw,199.27939612402534
bw180829-30,bw,186.59961197251087
bw180829-30,bw,188.65109255262027
bw180829-30,bw,194.63076206084298
bw180829-30,bw,177.84622733997838
bw180829-30,bw,196.32434618663765
bw180829-30,bw,199.7698278716704
bw180829-30,bw,198.32815548775164
bw180829-30,bw,193.2161624199385
bw180829-30,bw,187.39325343921
bw180829-30,bw,133.90843297444783
bw180829-30,bw,128.20450433965283
bw180829-30,bw,127.98614584019256
bw180829-30,bw,130.91486707989625
bw180829-30,bw,139.60871924233945
bw180829-30,bw,126.7169446526941
bw180829-30,bw,158.2191095627514
bw180829-30,bw,156.4352659933714
bw180829-30,bw,136.3753460320136
bw180829-30,bw,146.65241822645297
bw180829-30,bw,177.66638382596838
bw180829-30,bw,154.74661224843817
bw180829-30,bw,137.75864213484627
bw180829-30,bw,144.45434630214723
bw180829-30,bw,142.86043251403
bw180829-30,bw,151.63708263110513
bw180829-30,bw,146.52691612767393
bw180829-30,bw,145.38590029766863
bw180829-30,bw,189.23939403934992
bw180829-30,bw,178.6431226767491
bw180829-30,bw,164.17984683332787
bw180829-30,bw,145.49371411577226
bw180829-30,bw,153.1833068355984
bw180829-30,bw,166.0263653529701
bw180829-30,bw,142.73663667069565
bw180829-30,bw,153.69403406218473
bw180829-30,bw,137.88481697688928
bw180829-30,bw,148.94466057561445
bw180829-30,bw,136.00104725663945
bw180829-30,bw,153.311784524655
bw180829-30,bw,144.83826232750877
bw180829-30,bw,149.31735730881593
bw180829-30,bw,169.23519382125673
bw180829-30,bw,177.26917734848686
bw180829-30,bw,168.68271002507603
bw180829-30,bw,144.70419803096033
bw180829-30,bw,170.42913912339574
bw180829-30,bw,181.08347295137438
bw180829-30,bw,166.90598939323002
bw180829-30,bw,144.4973043803494
bw180829-30,bw,167.6359432751517
bw180829-30,bw,169.69645775535943
bw180829-30,bw,155.35775337117727
bw180829-30,bw,151.56252065643102
bw180829-30,bw,148.73678208983767
bw180829-30,bw,159.23945093121108
bw180829-30,bw,166.73185438810788
bw180829-30,bw,167.3195174225218
bw180829-30,bw,166.94787122809836
bw180829-30,bw,166.543465224837
bw180829-30,bw,146.93824034302904
bw180829-30,bw,155.53582041792637
bw180829-30,bw,154.95949790232024
bw180829-30,bw,149.81987078477184
bw180829-30,bw,127.29291126081021
bw180829-30,bw,140.35752910024
bw180829-30,bw,137.9632530763401
bw180829-30,bw,144.3153705942189
bw180829-30,bw,144.16089055996386
bw180829-30,bw,139.58466535051303
bw180829-30,bw,148.56018674009727
bw180829-30,bw,155.2978770598862
bw180829-30,bw,146.28831720387296
bw180829-30,bw,140.60889774845944
bw180829-30,bw,141.80792343856214
bw180829-30,bw,143.64550687824448
bw180829-30,bw,143.29612230081423
bw180829-30,bw,151.10349178485257
bw180829-30,bw,143.20855185783344
bw180829-30,bw,135.29152823471503
bw180829-30,bw,143.07498405755703
bw180829-42,bw,198.40854968008273
bw180829-42,bw,212.17873285298282
bw180829-42,bw,215.4904508160918
bw180829-42,bw,217.7470379820885
bw180829-42,bw,238.16823788208245
bw180829-42,bw,237.86732744599783
bw180829-42,bw,247.09389545984257
bw180829-42,bw,250.24214074523704
bw180829-42,bw,259.17237279434914
bw180829-42,bw,260.5132152415322
bw180829-42,bw,264.95269743895176
bw180829-42,bw,268.4415683452001
bw180829-42,bw,268.10395079286997
bw180829-42,bw,263.88712717596377
bw180829-42,bw,266.46033219377824
bw180829-42,bw,266.30572313446964
bw180829-42,bw,271.5902714186255
bw180829-42,bw,268.6022951822956
bw180829-42,bw,267.2971169441654
bw180829-42,bw,262.8312433037689
bw180829-47,bw,184.2828895643419
bw180829-47,bw,189.35121268286633
bw180829-47,bw,193.79539766186326
bw180829-47,bw,192.92438643517258
bw180829-47,bw,203.73939041601022
bw180829-47,bw,179.93758837812717
bw180829-47,bw,178.6553741618486
bw180829-47,bw,136.6899507785867
bw180829-47,bw,135.48353772315863
bw180829-47,bw,139.51192385094873
bw180829-47,bw,131.65328778055368
bw180829-47,bw,193.77184073562492
bw180829-47,bw,195.62690297521775
bw180829-47,bw,189.09812928623475
bw180829-47,bw,192.34052982651062
bw180829-47,bw,191.7703761305166
bw180829-47,bw,191.22979188469776
bw180829-47,bw,193.88534544351424
bw180829-47,bw,192.31888794014392
bw180829-47,bw,198.16453563499613
bw180829-47,bw,202.80470014163373
bw180829-47,bw,205.41204180166437
bw180829-47,bw,201.41928701130846
bw180829-47,bw,200.83517759407675
bw180829-47,bw,213.97822923961422
bw180829-47,bw,217.28880700849697
bw180829-47,bw,195.33410611329904
bw180829-47,bw,215.60943539766515
bw180829-47,bw,211.36782790735728
bw180829-47,bw,219.3768355950738
bw180829-47,bw,225.0991243544125
bw180829-47,bw,221.56110806828994
bw180829-47,bw,212.1423091323955
bw180829-47,bw,214.19879470395304
bw180829-47,bw,207.50056725268402
bw180829-47,bw,196.27331124427155
bw180829-47,bw,190.95282695202863
bw180829-47,bw,205.81269653905008
bw180829-47,bw,214.99456671682387
bw180829-47,bw,228.88876370891472
bw180829-47,bw,221.91995266398106
bw180829-47,bw,224.92309216324966
bw180829-47,bw,239.86481092729434
bw180829-47,bw,239.62814887366335
bw180829-47,bw,246.28121052622225
bw180829-47,bw,246.53889419907097
bw180829-47,bw,242.62182828766302
bw180829-47,bw,225.4122284012015
bw180829-47,bw,163.88738509460973
bw180829-47,bw,185.54766698051722
bw180829-47,bw,188.38953280616855
bw180829-47,bw,188.21226028352103
bw180829-47,bw,189.04348144672963
bw180829-47,bw,137.28738577169253
bw180829-47,bw,135.11910524921618
bw180829-47,bw,134.5578158862945
bw180829-47,bw,133.91631810350083
bw180829-47,bw,113.20082702322048
bw180829-47,bw,119.60025797210567
bw180829-47,bw,116.1458038402416
bw180829-47,bw,109.7448191229738
bw180829-47,bw,29.81545730752134
bw180829-47,bw,195.56425108119888
bw180829-47,bw,222.5178757708115
bw180829-47,bw,186.4431412079685
bw180829-47,bw,188.61766056002307
bw180829-47,bw,170.30988011958942
bw180829-47,bw,207.76003425002756
bw180829-47,bw,205.93840234868674
bw180829-47,bw,206.3457161073283
bw180829-47,bw,198.14339218431834
bw180829-47,bw,217.274901562721
bw180829-47,bw,221.61342966755217
bw180829-47,bw,215.2859252204996
bw180829-47,bw,220.23760405180707
bw180829-47,bw,219.62968513368702
bw180829-47,bw,217.00536775590862
bw180829-47,bw,213.72588226706415
bw180829-47,bw,207.65065156823232
bw180829-47,bw,202.99458344527082
bw180829-47,bw,206.5328669863796
bw180829-47,bw,211.85843042367924
bw180829-47,bw,189.1911306561591
bw180829-47,bw,197.11799444643066
bw180829-47,bw,212.4700881255687
bw180829-47,bw,195.1345204403263
bw180829-47,bw,215.1013711099786
bw180829-47,bw,216.2725164512138
bw180829-47,bw,203.46883763358
bw180829-47,bw,205.04111990677526
bw180829-47,bw,200.07352583089406
bw180829-47,bw,198.53275465378658
bw180829-47,bw,208.3320696136124
bw180829-47,bw,200.05058993543332
bw180829-47,bw,191.1466331483894
bw180829-47,bw,196.8463776558103
bw180829-47,bw,192.33077253214267
bw180829-47,bw,175.3171891062321
bw180829-47,bw,178.05957973463447
bw180829-47,bw,181.18079599137042
bw180829-47,bw,178.49971125601286
bw180829-47,bw,172.0823532037589
bw180829-47,bw,185.99990517046552
bw180829-47,bw,190.22768206495965
bw180829-47,bw,194.45270266315922
bw180829-47,bw,198.77672157422157
bw180829-47,bw,179.60176112218178
bw180829-47,bw,182.6562992256355
bw180829-47,bw,184.45557144473494
bw180829-47,bw,183.84864443531671
bw180829-47,bw,186.80898934239482
bw180829-47,bw,194.83455007764547
bw180829-47,bw,187.20873210161483
bw180829-47,bw,199.19169464606532
bw180829-47,bw,187.8681970292384
bw180829-47,bw,187.91695928820957
bw180829-47,bw,194.71806463725932
bw180829-47,bw,202.0987947804564
bw180829-47,bw,204.0924969648912
bw180829-47,bw,207.12527371845277
bw180829-47,bw,238.4940006180086
bw180829-47,bw,242.2005951083702
bw180829-47,bw,256.4643426060643
bw180830-40,bw,209.66870463646796
bw180830-40,bw,225.76410848480538
bw180830-40,bw,222.19807659719825
bw180830-40,bw,233.2138615786647
bw180830-40,bw,219.87520467971487
bw180830-40,bw,229.62811363662567
bw180830-40,bw,229.8642318721332
bw180830-40,bw,234.66240963075518
bw180830-40,bw,229.98410137057388
bw180830-40,bw,223.45854483755429
bw180830-40,bw,233.52265287441674
bw180830-40,bw,238.4611649955445
bw180830-40,bw,236.35267138024545
bw180830-40,bw,237.42173715139486
bw180830-40,bw,238.2833849310305
bw180830-40,bw,242.6634822976413
bw180830-40,bw,234.0541722758821
bw180830-40,bw,235.2312680126063
bw180830-40,bw,239.07896525866974
bw180830-40,bw,239.6216764696378
bw180830-40,bw,252.92009966265977
bw180830-40,bw,241.3211348429873
bw180830-40,bw,256.6210669016448
bw180830-40,bw,258.20446691160737
bw180830-40,bw,262.2236708049238
bw180830-40,bw,272.1093928525243
bw180830-40,bw,252.31050109019682
bw180830-40,bw,252.17292726268812
bw180830-40,bw,236.99512197875467
bw180830-40,bw,236.54213298013767
bw180830-40,bw,234.1373144431166
bw180830-40,bw,239.31130060330952
bw180830-40,bw,244.83773510422256
bw180830-40,bw,237.24401936741944
bw180830-40,bw,244.24594502275062
bw180830-40,bw,238.95661813760532
bw180830-40,bw,251.07493324950167
bw180830-40,bw,259.96780572936
bw180830-40,bw,248.59247379520042
bw180830-40,bw,258.3531996069193
bw180830-40,bw,250.6669598878062
bw180830-40,bw,233.93145221026631
bw180830-40,bw,241.88331575289251
bw180830-40,bw,264.7680350895791
bw180830-40,bw,267.3798683558661
bw180830-40,bw,252.33633098020994
bw180830-40,bw,249.24486189237493
bw180830-40,bw,243.8440349420146
bw180830-40,bw,240.76346896592216
bw180830-40,bw,248.2839666112523
bw180830-40,bw,249.43869949710643
bw180830-40,bw,241.5412112104805
bw180830-40,bw,250.6687827841399
bw180830-40,bw,247.5402731137352
bw180830-40,bw,255.43660992491317
bw180830-40,bw,255.59845399981444
bw180830-40,bw,254.99214593068285
bw180830-40,bw,264.06934198720546
bw180830-40,bw,281.7674170600144
bw180830-40,bw,276.095774139974
bw180830-40,bw,271.2301528378633
bw180830-40,bw,258.607266541514
bw180830-40,bw,268.8110508720469
bw180830-40,bw,263.5237337342028
bw180830-40,bw,250.44687937052663
bw180830-40,bw,247.47333372401954
bw180830-40,bw,237.86639776953282
bw180830-40,bw,219.46277701511002
bw180830-40,bw,251.29514169927336
bw180830-40,bw,272.4182589447922
bw180830-40,bw,280.07055167591756
bw180830-40,bw,275.06758562276013
bw180830-40,bw,280.9674988473846
bw180830-40,bw,284.0882013864428
bw180830-40,bw,257.7076226586571
bw180830-40,bw,279.6933534936132
bw180830-40,bw,280.08110741463355
bw180830-40,bw,285.2408272907788
bw180830-40,bw,253.8093211585674
bw180830-40,bw,280.6515323930553
bw180830-40,bw,278.86490584763544
bw180830-40,bw,279.2138507921651
bw180830-40,bw,265.3637693898235
bw180830-40,bw,209.80658038083303
bw180830-40,bw,242.3025817085864
bw180830-40,bw,256.8778995387599
bw180830-40,bw,239.87434473847907
bw180830-40,bw,254.08858739306305
bw180830-40,bw,265.0536875735654
bw180830-40,bw,258.25345661281614
bw180830-40,bw,227.52581126724172
bw180830-40,bw,255.65810164884175
bw180830-40,bw,255.3188507421512
bw180830-40,bw,252.4886718048596
bw180830-40,bw,230.91496238956347
bw180830-40,bw,235.39380156744224
bw180830-40,bw,231.18383788053734
bw180830-40,bw,224.82919375720573
bw180830-40,bw,211.9389423638399
bw180830-40,bw,203.20599242372782
bw180830-40,bw,212.4072220597173
bw180830-40,bw,216.41547915667653
bw180830-40,bw,212.54096065704022
bw180830-40,bw,213.8145280905455
bw180830-40,bw,225.46997736251026
bw180830-40,bw,232.21460256284178
bw180830-40,bw,228.70857907775454
bw180830-40,bw,216.67575556840265
bw180830-40,bw,231.63268923835895
bw180830-40,bw,233.02397334456856
bw180830-40,bw,240.0330435609896
bw180830-40,bw,246.1260895046169
bw180830-40,bw,189.95193048311341
bw180830-40,bw,199.83138151357633
bw180830-40,bw,202.25999716286046
bw180830-40,bw,216.87875499866414
bw180830-40,bw,201.69142095965265
bw180830-40,bw,205.7335093612846
bw180830-40,bw,211.17525029239465
bw180830-40,bw,205.98775866311632
bw180830-40,bw,203.18957829370467
bw180830-40,bw,207.74281505293084
bw180830-40,bw,196.2163296348647
bw180830-40,bw,208.83389033744146
bw180830-40,bw,210.61536925248973
bw180830-40,bw,193.63290966842857
bw180830-40,bw,178.81766717661165
bw180830-40,bw,205.76295372700707
bw180830-40,bw,203.7663335543753
bw180830-40,bw,206.58478525466325
bw180830-40,bw,209.2539614003607
bw180830-40,bw,210.5291210627159
bw180830-40,bw,209.6433269195286
bw180830-40,bw,196.64217393280035
bw180830-40,bw,194.3294175073841
bw180830-40,bw,193.62036945597438
bw180830-40,bw,190.21512323559804
bw180830-40,bw,192.8691397767205
bw180830-40,bw,193.11802324841176
bw180830-40,bw,186.52808918469643
bw180830-40,bw,182.27724834610714
bw180830-40,bw,179.55952322759035
bw180830-40,bw,180.96407000108942
bw180830-40,bw,172.75861323443817
bw180830-40,bw,176.9847437420433
bw180830-40,bw,169.65371538889283
bw180830-40,bw,186.06800491013055
bw180830-40,bw,187.65697207084997
bw180830-40,bw,199.3215465054287
bw180830-40,bw,207.007357466269
bw180830-42,bw,237.03452412627126
bw180830-42,bw,242.16278704019888
bw180830-42,bw,235.27735599936844
bw180830-42,bw,240.25358575535748
bw180830-42,bw,243.69944146940867
bw180830-42,bw,230.2111459187261
bw180830-42,bw,226.30964326393723
bw180830-42,bw,240.99542577552884
bw180830-42,bw,240.1395759022834
bw180830-42,bw,236.64518604866353
bw180830-42,bw,243.36046342523107
bw180830-42,bw,240.20060640038167
bw180830-42,bw,224.2165985340048
bw180830-42,bw,232.82131605706374
bw180830-42,bw,241.00452463808426
bw180830-42,bw,248.49675113326322
bw180830-42,bw,250.57919539419498
bw180830-42,bw,254.12015830436164
bw180830-42,bw,253.13612110857537
bw180830-42,bw,247.13381222377748
bw180830-42,bw,251.16599198619738
bw180830-42,bw,241.9008803981218
bw180830-42,bw,232.16797600635925
bw180830-42,bw,238.24588674890327
bw180830-42,bw,236.0288208573347
bw180830-42,bw,241.81815297779156
bw180830-42,bw,236.17097556980758
bw180830-42,bw,231.0123224396004
bw180830-42,bw,244.8465596735937
bw180830-42,bw,253.35899828322124
bw180830-42,bw,242.15315733323288
bw180830-42,bw,241.74637781587384
bw180830-42,bw,241.4818123085816
bw180830-42,bw,236.86622862443818
bw180830-42,bw,239.20145871298436
bw180830-42,bw,252.93150437884844
bw180830-42,bw,258.8440878588923
bw180830-42,bw,245.82801966577574
bw180830-42,bw,255.74331088002793
bw180830-42,bw,245.94835706535767
bw180830-42,bw,245.319099410487
bw180830-42,bw,249.62442314342445
bw180830-42,bw,242.48939059504252
bw180830-42,bw,249.40654901292405
bw180830-42,bw,262.85290518279817
bw180830-42,bw,260.32210858618373
bw180830-42,bw,256.4354697409847
bw180830-42,bw,264.48845759112896
bw180830-42,bw,269.3501121774125
bw180830-42,bw,248.6894800423417
bw180830-42,bw,225.59612570001863
bw180830-42,bw,258.10970624048645
bw180830-42,bw,242.63085891993833
bw180830-42,bw,238.97755436643115
bw180830-42,bw,247.0386068986955
bw180830-42,bw,249.49673901206762
bw180830-42,bw,226.50593160723886
bw180830-42,bw,235.15109951906527
bw180830-42,bw,248.6930391599291
bw180830-42,bw,251.49962368335338
bw180830-42,bw,248.15320136092782
bw180830-42,bw,251.9809259370628
bw180830-42,bw,266.65610270242433
bw180830-42,bw,259.16128650783645
bw180830-42,bw,247.2466461817202
bw180830-42,bw,251.77388573057982
bw180830-42,bw,268.24868845175956
bw180830-42,bw,248.50387270067657
bw180830-42,bw,259.2622046460341
bw180830-42,bw,258.36101981952896
bw180830-42,bw,264.5220876990515
bw180830-42,bw,263.0913186892556
bw180830-42,bw,263.78600349886113
bw180830-42,bw,265.2267883700544
bw180830-42,bw,239.41550346916705
bw180830-42,bw,255.311992031918
bw180830-42,bw,251.18930675090965
bw180830-42,bw,206.8587653457281
bw180830-42,bw,240.54268440646808
bw180830-42,bw,242.09207209895425
bw180830-42,bw,249.5523380345423
bw180830-42,bw,254.8952090339046
bw180830-42,bw,264.4138637683722
bw180830-42,bw,249.9779011333771
bw180830-42,bw,247.9102797487119
bw180830-42,bw,241.21820168112222
bw180830-42,bw,269.181330525953
bw180830-42,bw,244.68896622093732
bw180830-42,bw,250.09863019376533
bw180830-42,bw,236.4805694321871
bw180830-42,bw,252.4745816816004
bw180830-42,bw,253.66000317337165
bw180830-42,bw,248.61417676892412
bw180830-42,bw,252.7134811139337
bw180830-42,bw,245.88691788006793
bw180830-42,bw,244.17475304628306
bw180830-42,bw,241.08169717830788
bw180830-42,bw,247.00532840620377
bw180830-42,bw,272.43175297092284
bw180830-42,bw,280.19127187707795
bw180830-42,bw,254.55814124627383
bw180830-42,bw,232.8156726149933
bw180830-42,bw,242.89125671819892
bw180830-42,bw,238.52874573969447
bw180830-42,bw,239.53813328033456
bw180830-42,bw,234.72803223567325
bw180830-42,bw,216.0288323637916
bw180830-42,bw,233.51466778450185
